# 	2theta (deg)	Background (arb. units)	Structural peak (arb. units)	Magnetic peak (arb. units)
    120.5493447330         -0.1470349305                0.0234649548                0.3427443821
    120.5993447330         -0.1442913337                0.0243431168                0.3686007909
    120.6493447330         -0.1415477368                0.0252713461                0.3959235408
    120.6993447330         -0.1388041399                0.0262535088                0.4247520963
    120.7493447330         -0.1360605431                0.0272938500                0.4551231027
    120.7993447330         -0.1333169462                0.0283970391                0.4870699946
    120.8493447330         -0.1305733493                0.0295682217                0.5206225981
    120.8993447330         -0.1278297525                0.0308130788                0.5558067264
    120.9493447330         -0.1250861556                0.0321378946                0.5926437733
    120.9993447330         -0.1223425587                0.0335496349                0.6311503065
    121.0493447330         -0.1195989619                0.0350560370                0.6713376645
    121.0993447330         -0.1168553650                0.0366657141                0.7132115596
    121.1493447330         -0.1141117681                0.0383882769                0.7567716913
    121.1993447330         -0.1113681713                0.0402344740                0.8020113725
    121.2493447330         -0.1086245744                0.0422163566                0.8489171737
    121.2993447330         -0.1058809775                0.0443474719                0.8974685874
    121.3493447330         -0.1031373807                0.0466430896                0.9476377175
    121.3993447330         -0.1003937838                0.0491204698                0.9993889969
    121.4493447330         -0.0976501869                0.0517991802                1.0526789376
    121.4993447330         -0.0949065901                0.0547014737                1.1074559163
    121.5493447330         -0.0921629932                0.0578527386                1.1636599998
    121.5993447330         -0.0894193963                0.0612820398                1.2212228130
    121.6493447330         -0.0866757995                0.0650227700                1.2800674529
    121.6993447330         -0.0839322026                0.0691134385                1.3401084523
    121.7493447330         -0.0811886057                0.0735986309                1.4012517942
    121.7993447330         -0.0784450089                0.0785301831                1.4633949810
    121.8493447330         -0.0757014120                0.0839686252                1.5264271603
    121.8993447330         -0.0729578151                0.0899849698                1.5902293071
    121.9493447330         -0.0702142183                0.0966629435                1.6546744664
    121.9993447330         -0.0674706214                0.1041018052                1.7196280547
    122.0493447330         -0.0647270245                0.1124199747                1.7849482217
    122.0993447330         -0.0619834277                0.1217598566                1.8504862715
    122.1493447330         -0.0592398308                0.1322946052                1.9160871426
    122.1993447330         -0.0564962339                0.1442383399                1.9815899461
    122.2493447330         -0.0537526371                0.1578629096                2.0468285583
    122.2993447330         -0.0510090402                0.1735273405                2.1116322674
    122.3493447330         -0.0482654433                0.1917313817                2.1758264703
    122.3993447330         -0.0455218465                0.2132125649                2.2392334152
    122.4493447330         -0.0427782496                0.2391161294                2.3016729881
    122.4993447330         -0.0400346527                0.2712752495                2.3629635358
    122.5493447330         -0.0372910559                0.3126367776                2.4229227233
    122.5993447330         -0.0345474590                0.3678418234                2.4813684178
    122.6493447330         -0.0318038621                0.4439065718                2.5381195947
    122.6993447330         -0.0290602653                0.5508415666                2.5929972595
    122.7493447330         -0.0263166684                0.7019158950                2.6458253785
    122.7993447330         -0.0235730715                0.9131699649                2.6964318116
    122.8493447330         -0.0208294746                1.2017877811                2.7446492415
    122.8993447330         -0.0180858778                1.5831230347                2.7903160907
    122.9493447330         -0.0153422809                2.0665079780                2.8332774203
    122.9993447330         -0.0125986840                2.6502675440                2.8733858041
    123.0493447330         -0.0098550872                3.3162801870                2.9105021693
    123.0993447330         -0.0071114903                4.0238753020                2.9444965992
    123.1493447330         -0.0043678934                4.7031102840                2.9752490900
    123.1993447330         -0.0016242966                5.2523637505                3.0026502563
    123.2493447330          0.0011193003                5.5558325572                3.0266019790
    123.2993447330          0.0038628972                5.5332321664                3.0470179903
    123.3493447330          0.0066064940                5.1909915742                3.0638243916
    123.3993447330          0.0093500909                4.6176901778                3.0769600990
    123.4493447330          0.0120936878                3.9294594892                3.0863772132
    123.4993447330          0.0148372846                3.2240666594                3.0920413103
    123.5493447330          0.0175808815                2.5672162722                3.0939316517
    123.5993447330          0.0203244784                1.9961893393                3.0920413103
    123.6493447330          0.0230680752                1.5265859630                3.0863772132
    123.6993447330          0.0258116721                1.1583111672                3.0769600990
    123.7493447330          0.0285552690                0.8809557753                3.0638243916
    123.7993447330          0.0312988658                0.6787036851                3.0470179903
    123.8493447330          0.0340424627                0.5343811931                3.0266019790
    123.8993447330          0.0367860596                0.4322510317                3.0026502563
    123.9493447330          0.0395296564                0.3594704667                2.9752490900
    123.9993447330          0.0422732533                0.3064542750                2.9444965992
    124.0493447330          0.0450168502                0.2665419207                2.9105021693
    124.0993447330          0.0477604470                0.2353560278                2.8733858041
    124.1493447330          0.0505040439                0.2101283059                2.8332774203
    124.1993447330          0.0532476408                0.1891382780                2.7903160907
    124.2493447330          0.0559912376                0.1713083407                2.7446492415
    124.2993447330          0.0587348345                0.1559404756                2.6964318116
    124.3493447330          0.0614784314                0.1425580644                2.6458253785
    124.3993447330          0.0642220282                0.1308160932                2.5929972595
    124.4493447330          0.0669656251                0.1204517330                2.5381195947
    124.4993447330          0.0697092220                0.1112570968                2.4813684178
    124.5493447330          0.0724528188                0.1030636157                2.4229227233
    124.5993447330          0.0751964157                0.0957324150                2.3629635358
    124.6493447330          0.0779400126                0.0891478727                2.3016729881
    124.6993447330          0.0806836094                0.0832129861                2.2392334152
    124.7493447330          0.0834272063                0.0778458691                2.1758264703
    124.7993447330          0.0861708032                0.0729770225                2.1116322674
    124.8493447330          0.0889144000                0.0685471683                2.0468285583
    124.8993447330          0.0916579969                0.0645055125                1.9815899461
    124.9493447330          0.0944015938                0.0608083410                1.9160871426
    124.9993447330          0.0971451906                0.0574178768                1.8504862715
    125.0493447330          0.0998887875                0.0543013455                1.7849482217
    125.0993447330          0.1026323844                0.0514302068                1.7196280547
    125.1493447330          0.1053759812                0.0487795185                1.6546744664
    125.1993447330          0.1081195781                0.0463274095                1.5902293071
    125.2493447330          0.1108631750                0.0440546398                1.5264271603
    125.2993447330          0.1136067718                0.0419442312                1.4633949810
    125.3493447330          0.1163503687                0.0399811578                1.4012517942
    125.3993447330          0.1190939656                0.0381520840                1.3401084523
    125.4493447330          0.1218375624                0.0364451422                1.2800674529
    125.4993447330          0.1245811593                0.0348497444                1.2212228130
    125.5493447330          0.1273247562                0.0333564204                1.1636599998
    125.5993447330          0.1300683530                0.0319566801                1.1074559163
    125.6493447330          0.1328119499                0.0306428945                1.0526789376
    125.6993447330          0.1355555468                0.0294081935                0.9993889969
    125.7493447330          0.1382991436                0.0282463776                0.9476377175
    125.7993447330          0.1410427405                0.0271518407                0.8974685874
    125.8493447330          0.1437863374                0.0261195039                0.8489171737
    125.8993447330          0.1465299342                0.0251447571                0.8020113725
    125.9493447330          0.1492735311                0.0242234079                0.7567716913
    125.9993447330          0.1520171280                0.0233516379                0.7132115596
    126.0493447330          0.1547607249                0.0225259627                0.6713376645
    126.0993447330          0.1575043217                0.0217431979                0.6311503065
    126.1493447330          0.1602479186                0.0210004287                0.5926437733
    126.1993447330          0.1629915155                0.0202949831                0.5558067264
    126.2493447330          0.1657351123                0.0196244078                0.5206225981
    126.2993447330          0.1684787092                0.0189864475                0.4870699946
    126.3493447330          0.1712223061                0.0183790259                0.4551231027
    126.3993447330          0.1739659029                0.0178002288                0.4247520963
    126.4493447330          0.1767094998                0.0172482894                0.3959235408
    126.4993447330          0.1794530967                0.0167215750                0.3686007909
    126.5493447330          0.1821966935                0.0162185746                0.3427443821
    126.5993447330          0.1849402904                0.0157378886                0.3183124106
    126.6493447330          0.1876838873                0.0152782190                0.2952609021
    126.6993447330          0.1904274841                0.0148383604                0.2735441663
    126.7493447330          0.1931710810                0.0144171927                0.2531151362
    126.7993447330          0.1959146779                0.0140136736                0.2339256905
    126.8493447330          0.1986582747                0.0136268323                0.2159269587
    126.8993447330          0.2014018716                0.0132557639                0.1990696073
    126.9493447330          0.2041454685                0.0128996236                0.1833041072
    126.9993447330          0.2068890653                0.0125576227                0.1685809809
    127.0493447330          0.2096326622                0.0122290236                0.1548510310
    127.0993447330          0.2123762591                0.0119131363                0.1420655478
    127.1493447330          0.2151198559                0.0116093142                0.1301764979
    127.1993447330          0.2178634528                0.0113169517                0.1191366931
    127.2493447330          0.2206070497                0.0110354804                0.1088999407
    127.2993447330          0.2233506465                0.0107643667                0.0994211745
    127.3493447330          0.2260942434                0.0105031092                0.0906565692
    127.3993447330          0.2288378403                0.0102512366                0.0825636367
    127.4493447330          0.2315814371                0.0100083052                0.0751013066
    127.4993447330          0.2343250340                0.0097738973                0.0682299914
    127.5493447330          0.2370686309                0.0095476193                0.0619116365
    127.5993447330          0.2398122277                0.0093291000                0.0561097580
    127.6493447330          0.2425558246                0.0091179890                0.0507894666
    127.6993447330          0.2452994215                0.0089139557                0.0459174807
    127.7493447330          0.2480430183                0.0087166874                0.0414621288
    127.7993447330          0.2507866152                0.0085258887                0.0373933424
    127.8493447330          0.2535302121                0.0083412801                0.0336826397
    127.8993447330          0.2562738089                0.0081625970                0.0303031026
    127.9493447330          0.2590174058                0.0079895887                0.0272293465
    127.9993447330          0.2617610027                0.0078220176                0.0244374837
    128.0493447330          0.2645045995                0.0076596585                0.0219050827
    128.0993447330          0.2672481964                0.0075022977                0.0196111225
    128.1493447330          0.2699917933                0.0073497323                0.0175359441
    128.1993447330          0.2727353901                0.0072017696                0.0156611986
    128.2493447330          0.2754789870                0.0070582264                0.0139697934
    128.2993447330          0.2782225839                0.0069189287                0.0124458372
    128.3493447330          0.2809661807                0.0067837108                0.0110745833
    128.3993447330          0.2837097776                0.0066524150                0.0098423729
    128.4493447330          0.2864533745                0.0065248913                0.0087365785
    128.4993447330          0.2891969713                0.0064009966                0.0077455470
    128.5493447330          0.2919405682                0.0062805947                0.0068585444
