# 	2theta (deg)	Background (arb. units)	Structural peak (arb. units)
    124.8090707918          0.5212963152                1.6010877697
    124.8590707918          0.5261681501                1.2353455091
    124.9090707918          0.5310399850                0.9507428962
    124.9590707918          0.5359118200                0.7367162639
    125.0090707918          0.5407836549                0.5798251530
    125.0590707918          0.5456554898                0.4664912869
    125.1090707918          0.5505273248                0.3847543375
    125.1590707918          0.5553991597                0.3250792884
    125.2090707918          0.5602709946                0.2804392065
    125.2590707918          0.5651428295                0.2459698593
    125.3090707918          0.5700146645                0.2184591831
    125.3590707918          0.5748864994                0.1958477303
    125.4090707918          0.5797583343                0.1768259094
    125.4590707918          0.5846301693                0.1605479000
    125.5090707918          0.5895020042                0.1464465736
    125.5590707918          0.5943738391                0.1341218632
    125.6090707918          0.5992456741                0.1232765596
    125.6590707918          0.6041175090                0.1136801504
    125.7090707918          0.6089893439                0.1051482157
    125.7590707918          0.6138611789                0.0975301352
    125.8090707918          0.6187330138                0.0907012186
    125.8590707918          0.6236048487                0.0845572748
    125.9090707918          0.6284766837                0.0790106260
    125.9590707918          0.6333485186                0.0739870581
    126.0090707918          0.6382203535                0.0694234267
    126.0590707918          0.6430921884                0.0652657491
    126.1090707918          0.6479640234                0.0614676674
    126.1590707918          0.6528358583                0.0579892031
    126.2090707918          0.6577076932                0.0547957400
    126.2590707918          0.6625795282                0.0518571905
    126.3090707918          0.6674513631                0.0491473080
    126.3590707918          0.6723231980                0.0466431170
    126.4090707918          0.6771950330                0.0443244391
    126.4590707918          0.6820668679                0.0421734965
    126.5090707918          0.6869387028                0.0401745791
    126.5590707918          0.6918105378                0.0383137644
    126.6090707918          0.6966823727                0.0365786798
    126.6590707918          0.7015542076                0.0349583013
    126.7090707918          0.7064260426                0.0334427815
    126.7590707918          0.7112978775                0.0320233031
    126.8090707918          0.7161697124                0.0306919524
    126.8590707918          0.7210415473                0.0294416111
    126.9090707918          0.7259133823                0.0282658626
    126.9590707918          0.7307852172                0.0271589109
    127.0090707918          0.7356570521                0.0261155102
    127.0590707918          0.7405288871                0.0251309037
    127.1090707918          0.7454007220                0.0242007698
    127.1590707918          0.7502725569                0.0233211758
    127.2090707918          0.7551443919                0.0224885363
    127.2590707918          0.7600162268                0.0216995775
    127.3090707918          0.7648880617                0.0209513051
    127.3590707918          0.7697598967                0.0202409766
    127.4090707918          0.7746317316                0.0195660758
    127.4590707918          0.7795035665                0.0189242913
    127.5090707918          0.7843754015                0.0183134968
    127.5590707918          0.7892472364                0.0177317333
    127.6090707918          0.7941190713                0.0171771940
    127.6590707918          0.7989909062                0.0166482102
    127.7090707918          0.8038627412                0.0161432388
    127.7590707918          0.8087345761                0.0156608511
    127.8090707918          0.8136064110                0.0151997231
    127.8590707918          0.8184782460                0.0147586259
    127.9090707918          0.8233500809                0.0143364183
    127.9590707918          0.8282219158                0.0139320389
    128.0090707918          0.8330937508                0.0135444997
    128.0590707918          0.8379655857                0.0131728801
    128.1090707918          0.8428374206                0.0128163214
    128.1590707918          0.8477092556                0.0124740220
    128.2090707918          0.8525810905                0.0121452329
    128.2590707918          0.8574529254                0.0118292533
    128.3090707918          0.8623247604                0.0115254275
    128.3590707918          0.8671965953                0.0112331409
    128.4090707918          0.8720684302                0.0109518175
    128.4590707918          0.8769402651                0.0106809164
    128.5090707918          0.8818121001                0.0104199299
    128.5590707918          0.8866839350                0.0101683806
    128.6090707918          0.8915557699                0.0099258196
    128.6590707918          0.8964276049                0.0096918242
    128.7090707918          0.9012994398                0.0094659964
    128.7590707918          0.9061712747                0.0092479609
    128.8090707918          0.9110431097                0.0090373636
    128.8590707918          0.9159149446                0.0088338705
    128.9090707918          0.9207867795                0.0086371659
    128.9590707918          0.9256586145                0.0084469516
    129.0090707918          0.9305304494                0.0082629455
    129.0590707918          0.9354022843                0.0080848805
    129.1090707918          0.9402741193                0.0079125040
    129.1590707918          0.9451459542                0.0077455764
    129.2090707918          0.9500177891                0.0075838707
    129.2590707918          0.9548896240                0.0074271715
    129.3090707918          0.9597614590                0.0072752746
    129.3590707918          0.9646332939                0.0071279858
    129.4090707918          0.9695051288                0.0069851208
    129.4590707918          0.9743769638                0.0068465043
