# 	2theta (deg)	Background (arb. units)	Structural peak (arb. units)	Magnetic peak (arb. units)
    123.5431210897          0.3235556489                2.1781459605               28.9703497082
    123.5931210897          0.3276637393                1.6914080926               28.7681769822
    123.6431210897          0.3317718297                1.2910106911               28.1769690278
    123.6931210897          0.3358799201                0.9770211107               27.2395791519
    123.7431210897          0.3399880105                0.7406786769               26.0183428508
    123.7931210897          0.3440961009                0.5685512862               24.5848594968
    123.8431210897          0.3482041913                0.4459954662               23.0105895121
    123.8931210897          0.3523122817                0.3595561695               21.3601497692
    123.9431210897          0.3564203721                0.2982288272               19.6877647571
    123.9931210897          0.3605284625                0.2537848750               18.0363146895
    124.0431210897          0.3646365528                0.2204988073               16.4380352154
    124.0931210897          0.3687446432                0.1946061442               14.9160001663
    124.1431210897          0.3728527336                0.1737287897               13.4857915772
    124.1931210897          0.3769608240                0.1563936469               12.1570385095
    124.2431210897          0.3810689144                0.1416835331               10.9347057676
    124.2931210897          0.3851770048                0.1290091992                9.8201266728
    124.3431210897          0.3892850952                0.1179718948                8.8118225691
    124.3931210897          0.3933931856                0.1082852313                7.9061619929
    124.4431210897          0.3975012760                0.0997322487                7.0979046389
    124.4931210897          0.4016093664                0.0921418905                6.3806618169
    124.5431210897          0.4057174568                0.0853756571                5.7472923898
    124.5931210897          0.4098255472                0.0793194962                5.1902437339
    124.6431210897          0.4139336376                0.0738784421                4.7018414860
    124.6931210897          0.4180417280                0.0689727952                4.2745291790
    124.7431210897          0.4221498184                0.0645352470                3.9010584250
    124.7931210897          0.4262579087                0.0605086454                3.5746311828
    124.8431210897          0.4303659991                0.0568442224                3.2889971089
    124.8931210897          0.4344740895                0.0535001727                3.0385104913
    124.9431210897          0.4385821799                0.0504405039                2.8181524613
    124.9931210897          0.4426902703                0.0476341005                2.6235249019
    125.0431210897          0.4467983607                0.0450539583                2.4508226796
    125.0931210897          0.4509064511                0.0426765539                2.2967905684
    125.1431210897          0.4550145415                0.0404813233                2.1586706138
    125.1931210897          0.4591226319                0.0384502293                2.0341448250
    125.2431210897          0.4632307223                0.0365674000                1.9212771048
    125.2931210897          0.4673388127                0.0348188259                1.8184573367
    125.3431210897          0.4714469031                0.0331921053                1.7243496263
    125.3931210897          0.4755549935                0.0316762290                1.6378458935
    125.4431210897          0.4796630839                0.0302613975                1.5580253614
    125.4931210897          0.4837711743                0.0289388659                1.4841199918
    125.5431210897          0.4878792646                0.0277008111                1.4154855702
    125.5931210897          0.4919873550                0.0265402183                1.3515779242
    125.6431210897          0.4960954454                0.0254507828                1.2919336428
    125.6931210897          0.5002035358                0.0244268263                1.2361546304
    125.7431210897          0.5043116262                0.0234632236                1.1838958458
    125.7931210897          0.5084197166                0.0225553396                1.1348556330
    125.8431210897          0.5125278070                0.0216989742                1.0887681227
    125.8931210897          0.5166358974                0.0208903145                1.0453972646
    125.9431210897          0.5207439878                0.0201258927                1.0045321258
    125.9931210897          0.5248520782                0.0194025497                0.9659831668
    126.0431210897          0.5289601686                0.0187174024                0.9295792640
    126.0931210897          0.5330682590                0.0180678156                0.8951653044
    126.1431210897          0.5371763494                0.0174513772                0.8626002163
    126.1931210897          0.5412844398                0.0168658751                0.8317553354
    126.2431210897          0.5453925302                0.0163092788                0.8025130320
    126.2931210897          0.5495006205                0.0157797208                0.7747655409
    126.3431210897          0.5536087109                0.0152754820                0.7484139551
    126.3931210897          0.5577168013                0.0147949773                0.7233673493
    126.4431210897          0.5618248917                0.0143367436                0.6995420129
    126.4931210897          0.5659329821                0.0138994283                0.6768607713
    126.5431210897          0.5700410725                0.0134817801                0.6552523851
    126.5931210897          0.5741491629                0.0130826394                0.6346510128
    126.6431210897          0.5782572533                0.0127009308                0.6149957320
    126.6931210897          0.5823653437                0.0123356557                0.5962301080
    126.7431210897          0.5864734341                0.0119858859                0.5783018075
    126.7931210897          0.5905815245                0.0116507576                0.5611622487
    126.8431210897          0.5946896149                0.0113294663                0.5447662875
    126.8931210897          0.5987977053                0.0110212620                0.5290719315
    126.9431210897          0.6029057957                0.0107254445                0.5140400832
    126.9931210897          0.6070138861                0.0104413599                0.4996343055
    127.0431210897          0.6111219764                0.0101683969                0.4858206096
    127.0931210897          0.6152300668                0.0099059833                0.4725672622
    127.1431210897          0.6193381572                0.0096535832                0.4598446094
    127.1931210897          0.6234462476                0.0094106943                0.4476249174
    127.2431210897          0.6275543380                0.0091768453                0.4358822258
    127.2931210897          0.6316624284                0.0089515936                0.4245922149
    127.3431210897          0.6357705188                0.0087345237                0.4137320836
    127.3931210897          0.6398786092                0.0085252444                0.4032804376
    127.4431210897          0.6439866996                0.0083233879                0.3932171878
    127.4931210897          0.6480947900                0.0081286077                0.3835234564
    127.5431210897          0.6522028804                0.0079405772                0.3741814909
    127.5931210897          0.6563109708                0.0077589886                0.3651745850
    127.6431210897          0.6604190612                0.0075835512                0.3564870061
    127.6931210897          0.6645271516                0.0074139906                0.3481039287
    127.7431210897          0.6686352420                0.0072500476                0.3400113721
    127.7931210897          0.6727433323                0.0070914769                0.3321961444
    127.8431210897          0.6768514227                0.0069380467                0.3246457893
    127.8931210897          0.6809595131                0.0067895373                0.3173485383
    127.9431210897          0.6850676035                0.0066457408                0.3102932656
    127.9931210897          0.6891756939                0.0065064601                0.3034694466
    128.0431210897          0.6932837843                0.0063715081                0.2968671200
    128.0931210897          0.6973918747                0.0062407077                0.2904768515
    128.1431210897          0.7014999651                0.0061138902                0.2842897014
    128.1931210897          0.7056080555                0.0059908959                0.2782971939
    128.2431210897          0.7097161459                0.0058715727                0.2724912884
    128.2931210897          0.7138242363                0.0057557760                0.2668643534
    128.3431210897          0.7179323267                0.0056433684                0.2614091417
    128.3931210897          0.7220404171                0.0055342191                0.2561187675
    128.4431210897          0.7261485075                0.0054282034                0.2509866853
    128.4931210897          0.7302565979                0.0053252026                0.2460066698
    128.5431210897          0.7343646882                0.0052251035                0.2411727974
